utterance_id,Name,Age,Participant,Utterance,TokenisedUtt,TokenisedUttLower,TokenisedUttNoPunct,UttLen,UtterancesCyrillic,TokenisedUttCyr,UtterancesCyrillicCleaned,UtterancesCyrillicCleanedNormalised,Manually_corrected,utt_cyr_norm_lowercase_nopunct
UTT_043660,TEF,2;04.21,TEF,ikam [: iskam] ochi [: oshte] enna [: edna] bonka [: bonbonka] papam [: da papam] .,"['iskam', 'oshte', 'edna', 'bonbonka', 'da', 'papam', '.']","['iskam', 'oshte', 'edna', 'bonbonka', 'da', 'papam', '.']","['iskam', 'oshte', 'edna', 'bonbonka', 'da', 'papam']",6,Икам [: искам] очи [: още] енна [: една] бонка [: бонбонка] папам [: да папам] .,"['икам', 'искам', 'очи', 'още', 'енна', 'една', 'бонка', 'бонбонка', 'папам', 'да', 'папам']",Икам очи енна бонка папам .,искам още една да папам .,,искам още една да папам
UTT_043666,TEF,2;04.21,TEF,banancheto pos'e [: posle] .,"['banancheto', 'posle', '.']","['banancheto', 'posle', '.']","['banancheto', 'posle']",2,Бананчето пос'е [: после] .,"['бананчето', 'пос', 'е', 'после']",Бананчето пос'е .,Бананчето после .,,бананчето после
UTT_043668,TEF,2;04.21,TEF,pos'e [: posle] banancheto .,"['posle', 'banancheto', '.']","['posle', 'banancheto', '.']","['posle', 'banancheto']",2,Пос'е [: после] бананчето .,"['пос', 'е', 'после', 'бананчето']",Пос'е бананчето .,после бананчето .,После бананчето .,после бананчето
UTT_043673,TEF,2;04.21,TEF,ne be .,"['ne', 'be', '.']","['ne', 'be', '.']","['ne', 'be']",2,Не бе .,"['не', 'бе']",Не бе .,Не бе .,,не бе
UTT_043675,TEF,2;04.21,TEF,izh [: vizh] ko [: kakvo] paix [: napravix] !,"['vizh', 'kakvo', 'napravix', '!']","['vizh', 'kakvo', 'napravix', '!']","['vizh', 'kakvo', 'napravix']",3,Иж [: виж] ко [: какво] паиx [: направиx] !,"['иж', 'виж', 'ко', 'какво', 'паиx', 'направиx']",Иж ко паиx !,виж какво направиx !,,виж какво направиx
UTT_043690,TEF,2;04.21,TEF,eto siop [: sirop] !,"['eto', 'sirop', '!']","['eto', 'sirop', '!']","['eto', 'sirop']",2,Ето сиоп [: сироп] !,"['ето', 'сиоп', 'сироп']",Ето сиоп !,Ето сироп !,,ето сироп
UTT_043695,TEF,2;04.21,TEF,Tova moja sok .,"['Tova', 'moja', 'sok', '.']","['tova', 'moja', 'sok', '.']","['tova', 'moja', 'sok']",3,Това моя сок .,"['това', 'моя', 'сок']",Това моя сок .,Това моя сок .,,това моя сок
UTT_043696,TEF,2;04.21,TEF,moja samo sok .,"['moja', 'samo', 'sok', '.']","['moja', 'samo', 'sok', '.']","['moja', 'samo', 'sok']",3,Моя само сок .,"['моя', 'само', 'сок']",Моя само сок .,Моя само сок .,,моя само сок
UTT_043698,TEF,2;04.21,TEF,necho [: neshto] tanalo [: stanalo] .,"['neshto', 'stanalo', '.']","['neshto', 'stanalo', '.']","['neshto', 'stanalo']",2,Нечо [: нещо] танало [: станало] .,"['нечо', 'нещо', 'танало', 'станало']",Нечо танало .,нещо станало .,,нещо станало
UTT_043700,TEF,2;04.21,TEF,necho [: neshto] tanalo [: stanalo] .,"['neshto', 'stanalo', '.']","['neshto', 'stanalo', '.']","['neshto', 'stanalo']",2,Нечо [: нещо] танало [: станало] .,"['нечо', 'нещо', 'танало', 'станало']",Нечо танало .,нещо станало .,,нещо станало
UTT_043704,TEF,2;04.21,TEF,"to kilo [: se skrilo], to kilo [: se skrilo] .","['to', 'se', 'skrilo', ',', 'to', 'se', 'skrilo', '.']","['to', 'se', 'skrilo', ',', 'to', 'se', 'skrilo', '.']","['to', 'se', 'skrilo', 'to', 'se', 'skrilo']",6,"То кило [: се скрило], то кило [: се скрило] .","['то', 'кило', 'се', 'скрило', 'то', 'кило', 'се', 'скрило']","То кило , то кило .",се скрило се скрило .,"То скрило , то скрило .",се скрило се скрило
UTT_043706,TEF,2;04.21,TEF,mojta kyjcha [: kyshta] .,"['mojta', 'kyshta', '.']","['mojta', 'kyshta', '.']","['mojta', 'kyshta']",2,Мойта къйча [: къща] .,"['мойта', 'къйча', 'къща']",Мойта къйча .,Мойта къща .,,мойта къща
UTT_043708,TEF,2;04.21,TEF,da be .,"['da', 'be', '.']","['da', 'be', '.']","['da', 'be']",2,Да бе .,"['да', 'бе']",Да бе .,Да бе .,Да бе .,да бе
UTT_043711,TEF,2;04.21,TEF,necho [: neshto] tanalo [: stanalo] mojta kycha [: kyshta] !,"['neshto', 'stanalo', 'mojta', 'kyshta', '!']","['neshto', 'stanalo', 'mojta', 'kyshta', '!']","['neshto', 'stanalo', 'mojta', 'kyshta']",4,Нечо [: нещо] танало [: станало] мойта къча [: къща] !,"['нечо', 'нещо', 'танало', 'станало', 'мойта', 'къча', 'къща']",Нечо танало мойта къча !,нещо станало мойта къща !,Нещо станало мойта къща !,нещо станало мойта къща
UTT_043712,TEF,2;04.21,TEF,necho [: neshto] tanalo [: stanalo] .,"['neshto', 'stanalo', '.']","['neshto', 'stanalo', '.']","['neshto', 'stanalo']",2,Нечо [: нещо] танало [: станало] .,"['нечо', 'нещо', 'танало', 'станало']",Нечо танало .,нещо станало .,,нещо станало
UTT_043716,TEF,2;04.21,TEF,mojta kycha [: kyshta] .,"['mojta', 'kyshta', '.']","['mojta', 'kyshta', '.']","['mojta', 'kyshta']",2,Мойта къча [: къща] .,"['мойта', 'къча', 'къща']",Мойта къча .,Мойта къща .,,мойта къща
UTT_043719,TEF,2;04.21,TEF,ne be .,"['ne', 'be', '.']","['ne', 'be', '.']","['ne', 'be']",2,Не бе .,"['не', 'бе']",Не бе .,Не бе .,,не бе
UTT_043720,TEF,2;04.21,TEF,tja ne api [: xape] .,"['tja', 'ne', 'xape', '.']","['tja', 'ne', 'xape', '.']","['tja', 'ne', 'xape']",3,Тя не апи [: xапе] .,"['тя', 'не', 'апи', 'xапе']",Тя не апи .,Тя не xапе .,,тя не xапе
UTT_043722,TEF,2;04.21,TEF,ej tyj !,"['ej', 'tyj', '!']","['ej', 'tyj', '!']","['ej', 'tyj']",2,Ей тъй !,"['ей', 'тъй']",Ей тъй !,Ей тъй !,,ей тъй
UTT_043724,TEF,2;04.21,TEF,nula pet .,"['nula', 'pet', '.']","['nula', 'pet', '.']","['nula', 'pet']",2,Нула пет .,"['нула', 'пет']",Нула пет .,Нула пет .,,нула пет
UTT_043728,TEF,2;04.21,TEF,ikam [: iskam] ga [: sega] kova [: takova] .,"['iskam', 'sega', 'takova', '.']","['iskam', 'sega', 'takova', '.']","['iskam', 'sega', 'takova']",3,Икам [: искам] га [: сега] кова [: такова] .,"['икам', 'искам', 'га', 'сега', 'кова', 'такова']",Икам га кова .,искам сега такова .,,искам сега такова
UTT_043730,TEF,2;04.21,TEF,izh [: vizh] kva [: kakva] paskovka [: praskovka] imam .,"['vizh', 'kakva', 'praskovka', 'imam', '.']","['vizh', 'kakva', 'praskovka', 'imam', '.']","['vizh', 'kakva', 'praskovka', 'imam']",4,Иж [: виж] ква [: каква] пасковка [: прасковка] имам .,"['иж', 'виж', 'ква', 'каква', 'пасковка', 'прасковка', 'имам']",Иж ква пасковка имам .,виж каква прасковка имам .,,виж каква прасковка имам
UTT_043739,TEF,2;04.21,TEF,koja e taz chasha ?,"['koja', 'e', 'taz', 'chasha', '?']","['koja', 'e', 'taz', 'chasha', '?']","['koja', 'e', 'taz', 'chasha']",4,Коя е таз чаша ?,"['коя', 'е', 'таз', 'чаша']",Коя е таз чаша ?,Коя е таз чаша ?,,коя е таз чаша
UTT_043741,TEF,2;04.21,TEF,koja e tyz chasha goe [: gore] ?,"['koja', 'e', 'tyz', 'chasha', 'gore', '?']","['koja', 'e', 'tyz', 'chasha', 'gore', '?']","['koja', 'e', 'tyz', 'chasha', 'gore']",5,Коя е тъз чаша гое [: горе] ?,"['коя', 'е', 'тъз', 'чаша', 'гое', 'горе']",Коя е тъз чаша гое ?,Коя е тъз чаша горе ?,,коя е тъз чаша горе
UTT_043743,TEF,2;04.21,TEF,koja e tyz chasha goe [: gore] ?,"['koja', 'e', 'tyz', 'chasha', 'gore', '?']","['koja', 'e', 'tyz', 'chasha', 'gore', '?']","['koja', 'e', 'tyz', 'chasha', 'gore']",5,Коя е тъз чаша гое [: горе] ?,"['коя', 'е', 'тъз', 'чаша', 'гое', 'горе']",Коя е тъз чаша гое ?,Коя е тъз чаша горе ?,,коя е тъз чаша горе
UTT_043754,TEF,2;04.21,TEF,eto zajkata [: mozajkata] .,"['eto', 'mozajkata', '.']","['eto', 'mozajkata', '.']","['eto', 'mozajkata']",2,Ето зайката [: мозайката] .,"['ето', 'зайката', 'мозайката']",Ето зайката .,Ето мозайката .,,ето мозайката
UTT_043755,TEF,2;04.21,TEF,ikam [: iskam] pibea [: da pribera] tuj .,"['iskam', 'da', 'pribera', 'tuj', '.']","['iskam', 'da', 'pribera', 'tuj', '.']","['iskam', 'da', 'pribera', 'tuj']",4,Икам [: искам] пибеа [: да прибера] туй .,"['икам', 'искам', 'пибеа', 'да', 'прибера', 'туй']",Икам пибеа туй .,да прибера туй .,,да прибера туй
UTT_043756,TEF,2;04.21,TEF,mozhi [: mozhe li] pibea [: da pribera] tuj ?,"['mozhe', 'li', 'da', 'pribera', 'tuj', '?']","['mozhe', 'li', 'da', 'pribera', 'tuj', '?']","['mozhe', 'li', 'da', 'pribera', 'tuj']",5,Можи [: може ли] пибеа [: да прибера] туй ?,"['можи', 'може', 'ли', 'пибеа', 'да', 'прибера', 'туй']",Можи пибеа туй ?,може да прибера туй ?,,може да прибера туй
UTT_043759,TEF,2;04.21,TEF,"lelja Itka [: Vitka], be .","['lelja', 'Vitka', ',', 'be', '.']","['lelja', 'vitka', ',', 'be', '.']","['lelja', 'vitka', 'be']",3,"Леля итка [: витка], бе .","['леля', 'итка', 'витка', 'бе']","Леля итка , бе .",Леля витка бе .,,леля витка бе
UTT_043760,TEF,2;04.21,TEF,daj naga [: vednaga] mojte boni [: bonboni] !,"['daj', 'vednaga', 'mojte', 'bonboni', '!']","['daj', 'vednaga', 'mojte', 'bonboni', '!']","['daj', 'vednaga', 'mojte', 'bonboni']",4,Дай нага [: веднага] мойте бони [: бонбони] !,"['дай', 'нага', 'веднага', 'мойте', 'бони', 'бонбони']",Дай нага мойте бони !,Дай веднага мойте бонбони !,,дай веднага мойте бонбони
UTT_043763,TEF,2;04.21,TEF,"shi dam, dam be !","['shi', 'dam', ',', 'dam', 'be', '!']","['shi', 'dam', ',', 'dam', 'be', '!']","['shi', 'dam', 'dam', 'be']",4,"Ши дам, дам бе !","['ши', 'дам', 'дам', 'бе']","Ши дам , дам бе !","Ши дам , дам бе !","Ши дам , дам бе !",ши дам дам бе
UTT_043767,TEF,2;04.21,TEF,ikam [: iskam] senna [: sedna] tebe !,"['iskam', 'sedna', 'tebe', '!']","['iskam', 'sedna', 'tebe', '!']","['iskam', 'sedna', 'tebe']",3,Икам [: искам] сенна [: седна] тебе !,"['икам', 'искам', 'сенна', 'седна', 'тебе']",Икам сенна тебе !,искам седна тебе !,,искам седна тебе
UTT_043772,TEF,2;04.21,TEF,"babo, otai [: ostavi] go naga [: vednaga] !","['babo', ',', 'ostavi', 'go', 'vednaga', '!']","['babo', ',', 'ostavi', 'go', 'vednaga', '!']","['babo', 'ostavi', 'go', 'vednaga']",4,"Бабо, отаи [: остави] го нага [: веднага] !","['бабо', 'отаи', 'остави', 'го', 'нага', 'веднага']","Бабо , отаи го нага !","Бабо , остави го веднага !",,бабо остави го веднага
UTT_043774,TEF,2;04.21,TEF,da be .,"['da', 'be', '.']","['da', 'be', '.']","['da', 'be']",2,Да бе .,"['да', 'бе']",Да бе .,Да бе .,,да бе
UTT_043776,TEF,2;04.21,TEF,to ne pai [: pari] tuj .,"['to', 'ne', 'pari', 'tuj', '.']","['to', 'ne', 'pari', 'tuj', '.']","['to', 'ne', 'pari', 'tuj']",4,То не паи [: пари] туй .,"['то', 'не', 'паи', 'пари', 'туй']",То не паи туй .,То не пари туй .,,то не пари туй
UTT_043777,TEF,2;04.21,TEF,to kuch [: kljuch] be !,"['to', 'kljuch', 'be', '!']","['to', 'kljuch', 'be', '!']","['to', 'kljuch', 'be']",3,То куч [: кльуч] бе !,"['то', 'куч', 'кльуч', 'бе']",То куч бе !,То кльуч бе !,То ключ бе !,то кльуч бе
UTT_043778,TEF,2;04.21,TEF,daj enno [: edno] pysche [: prystche] !,"['daj', 'edno', 'prystche', '!']","['daj', 'edno', 'prystche', '!']","['daj', 'edno', 'prystche']",3,Дай енно [: едно] пъсче [: пръстче] !,"['дай', 'енно', 'едно', 'пъсче', 'пръстче']",Дай енно пъсче !,Дай едно пръстче !,,дай едно пръстче
UTT_043787,TEF,2;04.21,TEF,Tana [: stana/ostana] mako [: malko] .,"['stana/ostana', 'malko', '.']","['stana/ostana', 'malko', '.']","['stana/ostana', 'malko']",2,Тана [: стана/остана] мако [: малко] .,"['тана', 'стана/остана', 'мако', 'малко']",Тана мако .,стана остана малко .,,стана остана малко
UTT_043799,TEF,2;04.21,TEF,tetito gide [: grize] tuj .,"['tetito', 'grize', 'tuj', '.']","['tetito', 'grize', 'tuj', '.']","['tetito', 'grize', 'tuj']",3,Тетито гиде [: гризе] туй .,"['тетито', 'гиде', 'гризе', 'туй']",Тетито гиде туй .,Тетито гризе туй .,,тетито гризе туй
UTT_043807,TEF,2;04.21,TEF,az be .,"['az', 'be', '.']","['az', 'be', '.']","['az', 'be']",2,Аз бе .,"['аз', 'бе']",Аз бе .,Аз бе .,,аз бе
UTT_043810,TEF,2;04.21,TEF,akana jeja [: lelja] .,"['akana', 'lelja', '.']","['akana', 'lelja', '.']","['akana', 'lelja']",2,Акана йея [: леля] .,"['акана', 'йея', 'леля']",Акана йея .,Акана леля .,,акана леля
UTT_043814,TEF,2;04.21,TEF,"akana, akana .","['akana', ',', 'akana', '.']","['akana', ',', 'akana', '.']","['akana', 'akana']",2,"Акана, акана .","['акана', 'акана']","Акана , акана .","Акана , акана .",,акана акана
UTT_043823,TEF,2;04.21,TEF,inni [: edni] igachki [: igrachki] .,"['edni', 'igrachki', '.']","['edni', 'igrachki', '.']","['edni', 'igrachki']",2,Инни [: едни] игачки [: играчки] .,"['инни', 'едни', 'игачки', 'играчки']",Инни игачки .,едни играчки .,,едни играчки
UTT_043826,TEF,2;04.21,TEF,da be .,"['da', 'be', '.']","['da', 'be', '.']","['da', 'be']",2,Да бе .,"['да', 'бе']",Да бе .,Да бе .,,да бе
UTT_043832,TEF,2;04.21,TEF,necho [: neshto] paja [: shte pravja] .,"['neshto', 'shte', 'pravja', '.']","['neshto', 'shte', 'pravja', '.']","['neshto', 'shte', 'pravja']",3,Нечо [: нещо] пая [: ще правя] .,"['нечо', 'нещо', 'пая', 'ще', 'правя']",Нечо пая .,ще правя .,,ще правя
UTT_043833,TEF,2;04.21,TEF,necho [: neshto] paim [: shte pravim] gotim [: shte gotvim] jeja Itka [: na lelja Vitka] .,"['neshto', 'shte', 'pravim', 'shte', 'gotvim', 'jeja', 'na', 'lelja', 'Vitka', '.']","['neshto', 'shte', 'pravim', 'shte', 'gotvim', 'jeja', 'na', 'lelja', 'vitka', '.']","['neshto', 'shte', 'pravim', 'shte', 'gotvim', 'jeja', 'na', 'lelja', 'vitka']",9,Нечо [: нещо] паим [: ще правим] готим [: ще готвим] йея итка [: на леля витка] .,"['нечо', 'нещо', 'паим', 'ще', 'правим', 'готим', 'ще', 'готвим', 'йея', 'итка', 'на', 'леля', 'витка']",Нечо паим готим йея итка .,ще ще на леля витка .,,ще ще на леля витка
UTT_043836,TEF,2;04.21,TEF,njama zimash [: da vzimash] givnichkata [: grivnichkata] !,"['njama', 'da', 'vzimash', 'grivnichkata', '!']","['njama', 'da', 'vzimash', 'grivnichkata', '!']","['njama', 'da', 'vzimash', 'grivnichkata']",4,Няма зимаш [: да взимаш] гивничката [: гривничката] !,"['няма', 'зимаш', 'да', 'взимаш', 'гивничката', 'гривничката']",Няма зимаш гивничката !,да взимаш гривничката !,,да взимаш гривничката
UTT_043840,TEF,2;04.21,TEF,ti losha !,"['ti', 'losha', '!']","['ti', 'losha', '!']","['ti', 'losha']",2,Ти лоша !,"['ти', 'лоша']",Ти лоша !,Ти лоша !,,ти лоша
UTT_043841,TEF,2;04.21,TEF,az syldja [: shte se razsyrdja] .,"['az', 'shte', 'se', 'razsyrdja', '.']","['az', 'shte', 'se', 'razsyrdja', '.']","['az', 'shte', 'se', 'razsyrdja']",4,Аз сълдя [: ще се разсърдя] .,"['аз', 'сълдя', 'ще', 'се', 'разсърдя']",Аз сълдя .,ще се разсърдя .,,ще се разсърдя
UTT_043845,TEF,2;04.21,TEF,mojta jeja [: lelja] !,"['mojta', 'lelja', '!']","['mojta', 'lelja', '!']","['mojta', 'lelja']",2,Мойта йея [: леля] !,"['мойта', 'йея', 'леля']",Мойта йея !,Мойта леля !,Мойта леля !,мойта леля
UTT_043847,TEF,2;04.21,TEF,mojta e be !,"['mojta', 'e', 'be', '!']","['mojta', 'e', 'be', '!']","['mojta', 'e', 'be']",3,Мойта е бе !,"['мойта', 'е', 'бе']",Мойта е бе !,Мойта е бе !,,мойта е бе
