utterance_id,Name,Age,Participant,Utterance,TokenisedUtt,TokenisedUttLower,TokenisedUttNoPunct,UttLen,UtterancesCyrillic,TokenisedUttCyr,UtterancesCyrillicCleaned,UtterancesCyrillicCleanedNormalised,Manually_corrected,utt_cyr_norm_lowercase_nopunct
UTT_019787,SIM,1;04.19,SIM,"pax [: prax], pax [: prax] .","['prax', ',', 'prax', '.']","['prax', ',', 'prax', '.']","['prax', 'prax']",2,"Паx [: праx], паx [: праx] .","['паx', 'праx', 'паx', 'праx']","Паx , паx .",праx праx .,,праx праx
UTT_019801,SIM,1;04.19,SIM,ne ika [: ne iska] .,"['ne', 'ne', 'iska', '.']","['ne', 'ne', 'iska', '.']","['ne', 'ne', 'iska']",3,Не ика [: не иска] .,"['не', 'ика', 'не', 'иска']",Не ика .,не иска .,,не иска
UTT_019803,SIM,1;04.19,SIM,"ne ika [: ne iska], ne ika [: ne iska] .","['ne', 'ne', 'iska', ',', 'ne', 'ne', 'iska', '.']","['ne', 'ne', 'iska', ',', 'ne', 'ne', 'iska', '.']","['ne', 'ne', 'iska', 'ne', 'ne', 'iska']",6,"Не ика [: не иска], не ика [: не иска] .","['не', 'ика', 'не', 'иска', 'не', 'ика', 'не', 'иска']","Не ика , не ика .",не иска не иска .,"Не иска , не иска .",не иска не иска
UTT_019807,SIM,1;04.19,SIM,"mami, mami, mami, mami .","['mami', ',', 'mami', ',', 'mami', ',', 'mami', '.']","['mami', ',', 'mami', ',', 'mami', ',', 'mami', '.']","['mami', 'mami', 'mami', 'mami']",4,"Мами, мами, мами, мами .","['мами', 'мами', 'мами', 'мами']","Мами , мами , мами , мами .","Мами , мами , мами , мами .",,мами мами мами мами
UTT_019809,SIM,1;04.19,SIM,"mami, mami, mami, mami, mami .","['mami', ',', 'mami', ',', 'mami', ',', 'mami', ',', 'mami', '.']","['mami', ',', 'mami', ',', 'mami', ',', 'mami', ',', 'mami', '.']","['mami', 'mami', 'mami', 'mami', 'mami']",5,"Мами, мами, мами, мами, мами .","['мами', 'мами', 'мами', 'мами', 'мами']","Мами , мами , мами , мами , мами .","Мами , мами , мами , мами , мами .",,мами мами мами мами мами
UTT_019812,SIM,1;04.19,SIM,"o-oo [: uxo], o-oo [: uxo] .","['uxo', ',', 'uxo', '.']","['uxo', ',', 'uxo', '.']","['uxo', 'uxo']",2,"О-оо [: уxо], о-оо [: уxо] .","['о-оо', 'уxо', 'о-оо', 'уxо']","О-оо , о-оо .",уxо уxо .,,уxо уxо
UTT_019813,SIM,1;04.19,SIM,"bici [: obeci], bici [: obeci] .","['obeci', ',', 'obeci', '.']","['obeci', ',', 'obeci', '.']","['obeci', 'obeci']",2,"Бици [: обеци], бици [: обеци] .","['бици', 'обеци', 'бици', 'обеци']","Бици , бици .",обеци обеци .,,обеци обеци
UTT_019816,SIM,1;04.19,SIM,"ta [: usta], taa [: usta], taa [: usta], taa [: usta] .","['usta', ',', 'usta', ',', 'usta', ',', 'usta', '.']","['usta', ',', 'usta', ',', 'usta', ',', 'usta', '.']","['usta', 'usta', 'usta', 'usta']",4,"Та [: уста], таа [: уста], таа [: уста], таа [: уста] .","['та', 'уста', 'таа', 'уста', 'таа', 'уста', 'таа', 'уста']","Та , таа , таа , таа .",уста уста уста уста .,,уста уста уста уста
UTT_019818,SIM,1;04.19,SIM,"ta [: usta], taa [: usta], taa [: usta], taa [: usta] .","['usta', ',', 'usta', ',', 'usta', ',', 'usta', '.']","['usta', ',', 'usta', ',', 'usta', ',', 'usta', '.']","['usta', 'usta', 'usta', 'usta']",4,"Та [: уста], таа [: уста], таа [: уста], таа [: уста] .","['та', 'уста', 'таа', 'уста', 'таа', 'уста', 'таа', 'уста']","Та , таа , таа , таа .",уста уста уста уста .,,уста уста уста уста
UTT_019819,SIM,1;04.19,SIM,"am, am .","['am', ',', 'am', '.']","['am', ',', 'am', '.']","['am', 'am']",2,"Ам, ам .","['ам', 'ам']","Ам , ам .","Ам , ам .",,ам ам
UTT_019822,SIM,1;04.19,SIM,"mama, mama, mama, mama .","['mama', ',', 'mama', ',', 'mama', ',', 'mama', '.']","['mama', ',', 'mama', ',', 'mama', ',', 'mama', '.']","['mama', 'mama', 'mama', 'mama']",4,"Мама, мама, мама, мама .","['мама', 'мама', 'мама', 'мама']","Мама , мама , мама , мама .","Мама , мама , мама , мама .",,мама мама мама мама
UTT_019823,SIM,1;04.19,SIM,"dodi [: dojde], dodi [: dojde], dodi [: dojde], dodi [: dojde] .","['dojde', ',', 'dojde', ',', 'dojde', ',', 'dojde', '.']","['dojde', ',', 'dojde', ',', 'dojde', ',', 'dojde', '.']","['dojde', 'dojde', 'dojde', 'dojde']",4,"Доди [: дойде], доди [: дойде], доди [: дойде], доди [: дойде] .","['доди', 'дойде', 'доди', 'дойде', 'доди', 'дойде', 'доди', 'дойде']","Доди , доди , доди , доди .",дойде дойде дойде дойде .,,дойде дойде дойде дойде
UTT_019825,SIM,1;04.19,SIM,"dodi [: dojde], dodi [: dojde], dodi [: dojde] !","['dojde', ',', 'dojde', ',', 'dojde', '!']","['dojde', ',', 'dojde', ',', 'dojde', '!']","['dojde', 'dojde', 'dojde']",3,"Доди [: дойде], доди [: дойде], доди [: дойде] !","['доди', 'дойде', 'доди', 'дойде', 'доди', 'дойде']","Доди , доди , доди !",дойде дойде дойде !,,дойде дойде дойде
UTT_019826,SIM,1;04.19,SIM,"mami, mame, mame !","['mami', ',', 'mame', ',', 'mame', '!']","['mami', ',', 'mame', ',', 'mame', '!']","['mami', 'mame', 'mame']",3,"Мами, маме, маме !","['мами', 'маме', 'маме']","Мами , маме , маме !","Мами , маме , маме !",,мами маме маме
UTT_019833,SIM,1;04.19,SIM,"kote, kote, kote, kote !","['kote', ',', 'kote', ',', 'kote', ',', 'kote', '!']","['kote', ',', 'kote', ',', 'kote', ',', 'kote', '!']","['kote', 'kote', 'kote', 'kote']",4,"Коте, коте, коте, коте !","['коте', 'коте', 'коте', 'коте']","Коте , коте , коте , коте !","Коте , коте , коте , коте !",,коте коте коте коте
UTT_019834,SIM,1;04.19,SIM,"tati, tati, tati, tati .","['tati', ',', 'tati', ',', 'tati', ',', 'tati', '.']","['tati', ',', 'tati', ',', 'tati', ',', 'tati', '.']","['tati', 'tati', 'tati', 'tati']",4,"Тати, тати, тати, тати .","['тати', 'тати', 'тати', 'тати']","Тати , тати , тати , тати .","Тати , тати , тати , тати .",,тати тати тати тати
UTT_019841,SIM,1;04.19,SIM,"jazh, jazh, jazh, jazh .","['jazh', ',', 'jazh', ',', 'jazh', ',', 'jazh', '.']","['jazh', ',', 'jazh', ',', 'jazh', ',', 'jazh', '.']","['jazh', 'jazh', 'jazh', 'jazh']",4,"Яж, яж, яж, яж .","['яж', 'яж', 'яж', 'яж']","Яж , яж , яж , яж .","Яж , яж , яж , яж .",,яж яж яж яж
UTT_019843,SIM,1;04.19,SIM,"kash [: iskash], kash [: iskash], kash [: iskash] .","['iskash', ',', 'iskash', ',', 'iskash', '.']","['iskash', ',', 'iskash', ',', 'iskash', '.']","['iskash', 'iskash', 'iskash']",3,"Каш [: искаш], каш [: искаш], каш [: искаш] .","['каш', 'искаш', 'каш', 'искаш', 'каш', 'искаш']","Каш , каш , каш .",искаш искаш искаш .,,искаш искаш искаш
UTT_019849,SIM,1;04.19,SIM,nee ka [: ne iska] .,"['nee', 'ne', 'iska', '.']","['nee', 'ne', 'iska', '.']","['nee', 'ne', 'iska']",3,Нее ка [: не иска] .,"['нее', 'ка', 'не', 'иска']",Нее ка .,не иска .,,не иска
UTT_019850,SIM,1;04.19,SIM,"nee ka [: ne iska], ne ika [: ne iska] .","['nee', 'ne', 'iska', ',', 'ne', 'ne', 'iska', '.']","['nee', 'ne', 'iska', ',', 'ne', 'ne', 'iska', '.']","['nee', 'ne', 'iska', 'ne', 'ne', 'iska']",6,"Нее ка [: не иска], не ика [: не иска] .","['нее', 'ка', 'не', 'иска', 'не', 'ика', 'не', 'иска']","Нее ка , не ика .",не иска не иска .,,не иска не иска
UTT_019851,SIM,1;04.19,SIM,"tochi [: kartofche], tochi [: kartofche], tochi [: kartofche], tochi [: kartofche], tochi [: kartofche] .","['kartofche', ',', 'kartofche', ',', 'kartofche', ',', 'kartofche', ',', 'kartofche', '.']","['kartofche', ',', 'kartofche', ',', 'kartofche', ',', 'kartofche', ',', 'kartofche', '.']","['kartofche', 'kartofche', 'kartofche', 'kartofche', 'kartofche']",5,"Точи [: картофче], точи [: картофче], точи [: картофче], точи [: картофче], точи [: картофче] .","['точи', 'картофче', 'точи', 'картофче', 'точи', 'картофче', 'точи', 'картофче', 'точи', 'картофче']","Точи , точи , точи , точи , точи .",картофче картофче картофче картофче картофче .,,картофче картофче картофче картофче картофче
UTT_019853,SIM,1;04.19,SIM,kuk saa [: tuk sa] .,"['kuk', 'tuk', 'sa', '.']","['kuk', 'tuk', 'sa', '.']","['kuk', 'tuk', 'sa']",3,Кук саа [: тук са] .,"['кук', 'саа', 'тук', 'са']",Кук саа .,тук са .,,тук са
UTT_019854,SIM,1;04.19,SIM,"pari, pari, pari .","['pari', ',', 'pari', ',', 'pari', '.']","['pari', ',', 'pari', ',', 'pari', '.']","['pari', 'pari', 'pari']",3,"Пари, пари, пари .","['пари', 'пари', 'пари']","Пари , пари , пари .","Пари , пари , пари .",,пари пари пари
UTT_019855,SIM,1;04.19,SIM,"pa, pa, pa .","['pa', ',', 'pa', ',', 'pa', '.']","['pa', ',', 'pa', ',', 'pa', '.']","['pa', 'pa', 'pa']",3,"Па, па, па .","['па', 'па', 'па']","Па , па , па .","Па , па , па .",,па па па
UTT_019857,SIM,1;04.19,SIM,"dam [: daj], daaaammm [: daj], dam [: daj] !","['daj', ',', 'daj', ',', 'daj', '!']","['daj', ',', 'daj', ',', 'daj', '!']","['daj', 'daj', 'daj']",3,"Дам [: дай], дааааммм [: дай], дам [: дай] !","['дам', 'дай', 'дааааммм', 'дай', 'дам', 'дай']","Дам , дааааммм , дам !",дай дай дай !,,дай дай дай
UTT_019882,SIM,1;04.19,SIM,"toj, toj, toj, toj .","['toj', ',', 'toj', ',', 'toj', ',', 'toj', '.']","['toj', ',', 'toj', ',', 'toj', ',', 'toj', '.']","['toj', 'toj', 'toj', 'toj']",4,"Той, той, той, той .","['той', 'той', 'той', 'той']","Той , той , той , той .","Той , той , той , той .",,той той той той
UTT_019883,SIM,1;04.19,SIM,"njama, njama, njama .","['njama', ',', 'njama', ',', 'njama', '.']","['njama', ',', 'njama', ',', 'njama', '.']","['njama', 'njama', 'njama']",3,"Няма, няма, няма .","['няма', 'няма', 'няма']","Няма , няма , няма .","Няма , няма , няма .",,няма няма няма
UTT_019884,SIM,1;04.19,SIM,"oche [: oshte], oche [: oshte], oche [: oshte] .","['oshte', ',', 'oshte', ',', 'oshte', '.']","['oshte', ',', 'oshte', ',', 'oshte', '.']","['oshte', 'oshte', 'oshte']",3,"Оче [: още], оче [: още], оче [: още] .","['оче', 'още', 'оче', 'още', 'оче', 'още']","Оче , оче , оче .",още още още .,,още още още
UTT_019886,SIM,1;04.19,SIM,"baboo [: bravo], baboo [: bravo], baboo [: bravo] !","['bravo', ',', 'bravo', ',', 'bravo', '!']","['bravo', ',', 'bravo', ',', 'bravo', '!']","['bravo', 'bravo', 'bravo']",3,"Бабоо [: браво], бабоо [: браво], бабоо [: браво] !","['бабоо', 'браво', 'бабоо', 'браво', 'бабоо', 'браво']","Бабоо , бабоо , бабоо !",браво браво браво !,,браво браво браво
UTT_019890,SIM,1;04.19,SIM,"mach [: machkam], mach [: machkam] .","['machkam', ',', 'machkam', '.']","['machkam', ',', 'machkam', '.']","['machkam', 'machkam']",2,"Мач [: мачкам], мач [: мачкам] .","['мач', 'мачкам', 'мач', 'мачкам']","Мач , мач .",мачкам мачкам .,,мачкам мачкам
UTT_019891,SIM,1;04.19,SIM,ne ika [: ne iska] .,"['ne', 'ne', 'iska', '.']","['ne', 'ne', 'iska', '.']","['ne', 'ne', 'iska']",3,Не ика [: не иска] .,"['не', 'ика', 'не', 'иска']",Не ика .,не иска .,,не иска
UTT_019903,SIM,1;04.19,SIM,"tati, tati !","['tati', ',', 'tati', '!']","['tati', ',', 'tati', '!']","['tati', 'tati']",2,"Тати, тати !","['тати', 'тати']","Тати , тати !","Тати , тати !",,тати тати
UTT_019906,SIM,1;04.25,SIM,mynda [: myrda] batche [: bratche] .,"['myrda', 'bratche', '.']","['myrda', 'bratche', '.']","['myrda', 'bratche']",2,Мънда [: мърда] батче [: братче] .,"['мънда', 'мърда', 'батче', 'братче']",Мънда батче .,мърда братче .,Мърда братче .,мърда братче
UTT_019909,SIM,1;04.25,SIM,"kaka, kaka .","['kaka', ',', 'kaka', '.']","['kaka', ',', 'kaka', '.']","['kaka', 'kaka']",2,"Кака, кака .","['кака', 'кака']","Кака , кака .","Кака , кака .",,кака кака
UTT_019920,SIM,1;04.25,SIM,"kem [: krem], kem [: krem] i ljolio [: olio] .","['krem', ',', 'krem', 'i', 'olio', '.']","['krem', ',', 'krem', 'i', 'olio', '.']","['krem', 'krem', 'i', 'olio']",4,"Кем [: крем], кем [: крем] и льолио [: олио] .","['кем', 'крем', 'кем', 'крем', 'и', 'льолио', 'олио']","Кем , кем и льолио .",крем крем и олио .,,крем крем и олио
UTT_019929,SIM,1;04.25,SIM,"bebe, bebi !","['bebe', ',', 'bebi', '!']","['bebe', ',', 'bebi', '!']","['bebe', 'bebi']",2,"Бебе, беби !","['бебе', 'беби']","Бебе , беби !","Бебе , беби !","Бебе , беби !",бебе беби
UTT_019932,SIM,1;04.25,SIM,"bebe, bebe, bebe, bebe, bebe .","['bebe', ',', 'bebe', ',', 'bebe', ',', 'bebe', ',', 'bebe', '.']","['bebe', ',', 'bebe', ',', 'bebe', ',', 'bebe', ',', 'bebe', '.']","['bebe', 'bebe', 'bebe', 'bebe', 'bebe']",5,"Бебе, бебе, бебе, бебе, бебе .","['бебе', 'бебе', 'бебе', 'бебе', 'бебе']","Бебе , бебе , бебе , бебе , бебе .","Бебе , бебе , бебе , бебе , бебе .",,бебе бебе бебе бебе бебе
UTT_019933,SIM,1;04.25,SIM,"mach [: machkam], mach [: machkam], mach [: machkam] .","['machkam', ',', 'machkam', ',', 'machkam', '.']","['machkam', ',', 'machkam', ',', 'machkam', '.']","['machkam', 'machkam', 'machkam']",3,"Мач [: мачкам], мач [: мачкам], мач [: мачкам] .","['мач', 'мачкам', 'мач', 'мачкам', 'мач', 'мачкам']","Мач , мач , мач .",мачкам мачкам мачкам .,,мачкам мачкам мачкам
UTT_019940,SIM,1;04.25,SIM,"pejm [: peem], pejm [: peem] .","['peem', ',', 'peem', '.']","['peem', ',', 'peem', '.']","['peem', 'peem']",2,"Пейм [: пеем], пейм [: пеем] .","['пейм', 'пеем', 'пейм', 'пеем']","Пейм , пейм .",пеем пеем .,,пеем пеем
UTT_019941,SIM,1;04.25,SIM,bebi mynda [: myrda] !,"['bebi', 'myrda', '!']","['bebi', 'myrda', '!']","['bebi', 'myrda']",2,Беби мънда [: мърда] !,"['беби', 'мънда', 'мърда']",Беби мънда !,Беби мърда !,,беби мърда
UTT_019960,SIM,1;04.25,SIM,"bebe, bebe .","['bebe', ',', 'bebe', '.']","['bebe', ',', 'bebe', '.']","['bebe', 'bebe']",2,"Бебе, бебе .","['бебе', 'бебе']","Бебе , бебе .","Бебе , бебе .",,бебе бебе
UTT_019965,SIM,1;04.25,SIM,"mame, mama .","['mame', ',', 'mama', '.']","['mame', ',', 'mama', '.']","['mame', 'mama']",2,"Маме, мама .","['маме', 'мама']","Маме , мама .","Маме , мама .",,маме мама
UTT_019988,SIM,1;04.25,SIM,"ela, ela, ela !","['ela', ',', 'ela', ',', 'ela', '!']","['ela', ',', 'ela', ',', 'ela', '!']","['ela', 'ela', 'ela']",3,"Ела, ела, ела !","['ела', 'ела', 'ела']","Ела , ела , ела !","Ела , ела , ела !","Ела , ела , ела !",ела ела ела
UTT_019992,SIM,1;04.25,SIM,"naa [: xrana], naa [: xrana], naa [: xrana], naa [: xrana] .","['xrana', ',', 'xrana', ',', 'xrana', ',', 'xrana', '.']","['xrana', ',', 'xrana', ',', 'xrana', ',', 'xrana', '.']","['xrana', 'xrana', 'xrana', 'xrana']",4,"Наа [: xрана], наа [: xрана], наа [: xрана], наа [: xрана] .","['наа', 'xрана', 'наа', 'xрана', 'наа', 'xрана', 'наа', 'xрана']","Наа , наа , наа , наа .",xрана xрана xрана xрана .,,xрана xрана xрана xрана
UTT_019994,SIM,1;04.25,SIM,"naa [: xrana], naa [: xrana] .","['xrana', ',', 'xrana', '.']","['xrana', ',', 'xrana', '.']","['xrana', 'xrana']",2,"Наа [: xрана], наа [: xрана] .","['наа', 'xрана', 'наа', 'xрана']","Наа , наа .",xрана xрана .,,xрана xрана
UTT_019996,SIM,1;04.25,SIM,"nanaa [: xrana], naa [: xrana], naa [: xrana], naa [: xrana] .","['xrana', ',', 'xrana', ',', 'xrana', ',', 'xrana', '.']","['xrana', ',', 'xrana', ',', 'xrana', ',', 'xrana', '.']","['xrana', 'xrana', 'xrana', 'xrana']",4,"Нанаа [: xрана], наа [: xрана], наа [: xрана], наа [: xрана] .","['нанаа', 'xрана', 'наа', 'xрана', 'наа', 'xрана', 'наа', 'xрана']","Нанаа , наа , наа , наа .",xрана xрана xрана xрана .,,xрана xрана xрана xрана
UTT_019997,SIM,1;04.25,SIM,"Moni, Moni, Moni, Moni !","['Moni', ',', 'Moni', ',', 'Moni', ',', 'Moni', '!']","['moni', ',', 'moni', ',', 'moni', ',', 'moni', '!']","['moni', 'moni', 'moni', 'moni']",4,"Мони, мони, мони, мони !","['мони', 'мони', 'мони', 'мони']","Мони , мони , мони , мони !","Мони , мони , мони , мони !",,мони мони мони мони
UTT_019999,SIM,1;04.25,SIM,"tori [: otvori], tori [: otvori], tori [: otvori], tori [: otvori] .","['otvori', ',', 'otvori', ',', 'otvori', ',', 'otvori', '.']","['otvori', ',', 'otvori', ',', 'otvori', ',', 'otvori', '.']","['otvori', 'otvori', 'otvori', 'otvori']",4,"Тори [: отвори], тори [: отвори], тори [: отвори], тори [: отвори] .","['тори', 'отвори', 'тори', 'отвори', 'тори', 'отвори', 'тори', 'отвори']","Тори , тори , тори , тори .",отвори отвори отвори отвори .,,отвори отвори отвори отвори
UTT_020000,SIM,1;04.25,SIM,"xop, xop, xop, xop .","['xop', ',', 'xop', ',', 'xop', ',', 'xop', '.']","['xop', ',', 'xop', ',', 'xop', ',', 'xop', '.']","['xop', 'xop', 'xop', 'xop']",4,"Xоп, xоп, xоп, xоп .","['xоп', 'xоп', 'xоп', 'xоп']","Xоп , xоп , xоп , xоп .","Xоп , xоп , xоп , xоп .",,xоп xоп xоп xоп
UTT_020003,SIM,1;04.25,SIM,"dodi [: dojde], dodi [: dojde], dodi [: dojde], dodi [: dojde] .","['dojde', ',', 'dojde', ',', 'dojde', ',', 'dojde', '.']","['dojde', ',', 'dojde', ',', 'dojde', ',', 'dojde', '.']","['dojde', 'dojde', 'dojde', 'dojde']",4,"Доди [: дойде], доди [: дойде], доди [: дойде], доди [: дойде] .","['доди', 'дойде', 'доди', 'дойде', 'доди', 'дойде', 'доди', 'дойде']","Доди , доди , доди , доди .",дойде дойде дойде дойде .,,дойде дойде дойде дойде
UTT_020005,SIM,1;04.25,SIM,"kochi [: skochi], kochi [: skochi] .","['skochi', ',', 'skochi', '.']","['skochi', ',', 'skochi', '.']","['skochi', 'skochi']",2,"Кочи [: скочи], кочи [: скочи] .","['кочи', 'скочи', 'кочи', 'скочи']","Кочи , кочи .",скочи скочи .,,скочи скочи
UTT_020019,SIM,1;04.25,SIM,"ela, ela, ela, ela .","['ela', ',', 'ela', ',', 'ela', ',', 'ela', '.']","['ela', ',', 'ela', ',', 'ela', ',', 'ela', '.']","['ela', 'ela', 'ela', 'ela']",4,"Ела, ела, ела, ела .","['ела', 'ела', 'ела', 'ела']","Ела , ела , ела , ела .","Ела , ела , ела , ела .",,ела ела ела ела
UTT_020020,SIM,1;04.25,SIM,"ela, ela .","['ela', ',', 'ela', '.']","['ela', ',', 'ela', '.']","['ela', 'ela']",2,"Ела, ела .","['ела', 'ела']","Ела , ела .","Ела , ела .",,ела ела
UTT_020023,SIM,1;04.25,SIM,"pepe [: pricheska], pepe [: pricheska] .","['pricheska', ',', 'pricheska', '.']","['pricheska', ',', 'pricheska', '.']","['pricheska', 'pricheska']",2,"Пепе [: прическа], пепе [: прическа] .","['пепе', 'прическа', 'пепе', 'прическа']","Пепе , пепе .",прическа прическа .,,прическа прическа
UTT_020033,SIM,1;04.25,SIM,"gore, gore, gore .","['gore', ',', 'gore', ',', 'gore', '.']","['gore', ',', 'gore', ',', 'gore', '.']","['gore', 'gore', 'gore']",3,"Горе, горе, горе .","['горе', 'горе', 'горе']","Горе , горе , горе .","Горе , горе , горе .",,горе горе горе
UTT_020034,SIM,1;04.25,SIM,tova e xelikopter .,"['tova', 'e', 'xelikopter', '.']","['tova', 'e', 'xelikopter', '.']","['tova', 'e', 'xelikopter']",3,Това е xеликоптер .,"['това', 'е', 'xеликоптер']",Това е xеликоптер .,Това е xеликоптер .,Това е xеликоптер .,това е xеликоптер
UTT_020035,SIM,1;04.25,SIM,"chocho [: chicho], chocho [: chicho], chocho [: chicho] .","['chicho', ',', 'chicho', ',', 'chicho', '.']","['chicho', ',', 'chicho', ',', 'chicho', '.']","['chicho', 'chicho', 'chicho']",3,"Чочо [: чичо], чочо [: чичо], чочо [: чичо] .","['чочо', 'чичо', 'чочо', 'чичо', 'чочо', 'чичо']","Чочо , чочо , чочо .",чичо чичо чичо .,"Чичо , чичо , чичо .",чичо чичо чичо
UTT_020038,SIM,1;04.25,SIM,"bus [: avtobus], bus [: avtobus], bus [: avtobus] .","['avtobus', ',', 'avtobus', ',', 'avtobus', '.']","['avtobus', ',', 'avtobus', ',', 'avtobus', '.']","['avtobus', 'avtobus', 'avtobus']",3,"Бус [: автобус], бус [: автобус], бус [: автобус] .","['бус', 'автобус', 'бус', 'автобус', 'бус', 'автобус']","Бус , бус , бус .",автобус автобус автобус .,,автобус автобус автобус
UTT_020040,SIM,1;04.25,SIM,"bon [: balon], bon [: balon], bon [: balon], bon [: balon] .","['balon', ',', 'balon', ',', 'balon', ',', 'balon', '.']","['balon', ',', 'balon', ',', 'balon', ',', 'balon', '.']","['balon', 'balon', 'balon', 'balon']",4,"Бон [: балон], бон [: балон], бон [: балон], бон [: балон] .","['бон', 'балон', 'бон', 'балон', 'бон', 'балон', 'бон', 'балон']","Бон , бон , бон , бон .",балон балон балон балон .,,балон балон балон балон
UTT_020044,SIM,1;04.25,SIM,"kaki [: raketa], kaki [: raketa], kaki [: raketa] .","['raketa', ',', 'raketa', ',', 'raketa', '.']","['raketa', ',', 'raketa', ',', 'raketa', '.']","['raketa', 'raketa', 'raketa']",3,"Каки [: ракета], каки [: ракета], каки [: ракета] .","['каки', 'ракета', 'каки', 'ракета', 'каки', 'ракета']","Каки , каки , каки .",ракета ракета ракета .,,ракета ракета ракета
UTT_020051,SIM,1;04.25,SIM,"slon, slon, slon .","['slon', ',', 'slon', ',', 'slon', '.']","['slon', ',', 'slon', ',', 'slon', '.']","['slon', 'slon', 'slon']",3,"Слон, слон, слон .","['слон', 'слон', 'слон']","Слон , слон , слон .","Слон , слон , слон .",,слон слон слон
UTT_020056,SIM,1;04.25,SIM,"auu, auu, auu !","['auu', ',', 'auu', ',', 'auu', '!']","['auu', ',', 'auu', ',', 'auu', '!']","['auu', 'auu', 'auu']",3,"Ауу, ауу, ауу !","['ауу', 'ауу', 'ауу']","Ауу , ауу , ауу !","Ауу , ауу , ауу !",,ауу ауу ауу
UTT_020068,SIM,1;04.25,SIM,"bebe, bebe, bebe .","['bebe', ',', 'bebe', ',', 'bebe', '.']","['bebe', ',', 'bebe', ',', 'bebe', '.']","['bebe', 'bebe', 'bebe']",3,"Бебе, бебе, бебе .","['бебе', 'бебе', 'бебе']","Бебе , бебе , бебе .","Бебе , бебе , бебе .",,бебе бебе бебе
UTT_020072,SIM,1;04.25,SIM,"pyka [: kupa], pyka [: kupa], pyka [: kupa] .","['kupa', ',', 'kupa', ',', 'kupa', '.']","['kupa', ',', 'kupa', ',', 'kupa', '.']","['kupa', 'kupa', 'kupa']",3,"Пъка [: купа], пъка [: купа], пъка [: купа] .","['пъка', 'купа', 'пъка', 'купа', 'пъка', 'купа']","Пъка , пъка , пъка .",купа купа купа .,,купа купа купа
UTT_020077,SIM,1;04.25,SIM,"ezhi [: rezhi], ezhi [: rezhi], ezhi [: rezhi] .","['rezhi', ',', 'rezhi', ',', 'rezhi', '.']","['rezhi', ',', 'rezhi', ',', 'rezhi', '.']","['rezhi', 'rezhi', 'rezhi']",3,"Ежи [: режи], ежи [: режи], ежи [: режи] .","['ежи', 'режи', 'ежи', 'режи', 'ежи', 'режи']","Ежи , ежи , ежи .",режи режи режи .,,режи режи режи
UTT_020078,SIM,1;04.25,SIM,"nozh, nozh .","['nozh', ',', 'nozh', '.']","['nozh', ',', 'nozh', '.']","['nozh', 'nozh']",2,"Нож, нож .","['нож', 'нож']","Нож , нож .","Нож , нож .",,нож нож
UTT_020082,SIM,1;04.25,SIM,ma go [: njama go] .,"['ma', 'njama', 'go', '.']","['ma', 'njama', 'go', '.']","['ma', 'njama', 'go']",3,Ма го [: няма го] .,"['ма', 'го', 'няма', 'го']",Ма го .,няма го .,,няма го
UTT_020086,SIM,1;04.25,SIM,"aba [: zhaba], aba [: zhaba], aba [: zhaba] .","['zhaba', ',', 'zhaba', ',', 'zhaba', '.']","['zhaba', ',', 'zhaba', ',', 'zhaba', '.']","['zhaba', 'zhaba', 'zhaba']",3,"Аба [: жаба], аба [: жаба], аба [: жаба] .","['аба', 'жаба', 'аба', 'жаба', 'аба', 'жаба']","Аба , аба , аба .",жаба жаба жаба .,,жаба жаба жаба
UTT_020087,SIM,1;04.25,SIM,"kuku [: kukurigu], kukuu [: kukurigu], kukuu [: kukurigu] .","['kukurigu', ',', 'kukurigu', ',', 'kukurigu', '.']","['kukurigu', ',', 'kukurigu', ',', 'kukurigu', '.']","['kukurigu', 'kukurigu', 'kukurigu']",3,"Куку [: кукуригу], кукуу [: кукуригу], кукуу [: кукуригу] .","['куку', 'кукуригу', 'кукуу', 'кукуригу', 'кукуу', 'кукуригу']","Куку , кукуу , кукуу .",кукуригу кукуригу кукуригу .,,кукуригу кукуригу кукуригу
UTT_020088,SIM,1;04.25,SIM,"bee, bee, bee, bee .","['bee', ',', 'bee', ',', 'bee', ',', 'bee', '.']","['bee', ',', 'bee', ',', 'bee', ',', 'bee', '.']","['bee', 'bee', 'bee', 'bee']",4,"Бее, бее, бее, бее .","['бее', 'бее', 'бее', 'бее']","Бее , бее , бее , бее .","Бее , бее , бее , бее .",,бее бее бее бее
UTT_020089,SIM,1;04.25,SIM,"nozh, nozh, nozh, nozh .","['nozh', ',', 'nozh', ',', 'nozh', ',', 'nozh', '.']","['nozh', ',', 'nozh', ',', 'nozh', ',', 'nozh', '.']","['nozh', 'nozh', 'nozh', 'nozh']",4,"Нож, нож, нож, нож .","['нож', 'нож', 'нож', 'нож']","Нож , нож , нож , нож .","Нож , нож , нож , нож .",,нож нож нож нож
UTT_020091,SIM,1;04.25,SIM,"nozh, nozh, nozh .","['nozh', ',', 'nozh', ',', 'nozh', '.']","['nozh', ',', 'nozh', ',', 'nozh', '.']","['nozh', 'nozh', 'nozh']",3,"Нож, нож, нож .","['нож', 'нож', 'нож']","Нож , нож , нож .","Нож , нож , нож .",,нож нож нож
